agent_id,time,agent_type,origin_1,destination_1,waiting_time_1,destination_2,waiting_time_2
1529,12:42:46,623F1101,NU0190,ND0026,0,None,0
4712,12:42:52,512F2203,ND0025,ND0024,80,None,0
3363,12:42:53,A12F1203,ND0008,ND0012,24,None,0
1654,12:42:59,412D1201,NU0190,ND0027,0,None,0
6197,12:42:59,822F2203,ND0019,ND0017,56,None,0
4691,12:43:00,522F2203,ND0025,ND0010,31,None,0
1901,12:43:05,A22F1203,ND0005,ND0025,12,None,0
8628,12:43:12,622F1102,NU0253,ND0015,72,ND0013,72
6429,12:43:13,A22F1101,NU0100,ND0013,0,None,0
6513,12:43:13,B12F1203,ND0017,ND0024,43,None,0
1591,12:43:16,922F8203,ND0027,ND0010,22,None,0
3258,12:43:18,612F2203,ND0005,ND0021,10,None,0
3719,12:43:23,722F1101,NU0253,ND0015,0,None,0
3167,12:43:24,D22F2203,ND0002,ND0026,41,None,0
3546,12:43:26,913F1203,ND0012,ND0001,45,None,0
9617,12:43:27,523F3102,NF0077,ND0008,72,ND0001,72
5948,12:43:30,71271211,NU0091,ND0002,0,None,0
707,12:43:37,A11F1203,ND0017,ND0009,23,None,0
3753,12:43:38,815F1203,ND0016,ND0013,22,None,0
5300,12:43:39,I2AB1011,ND0013,NF0177,0,None,0
8630,12:43:39,F2A57322,NU0253,ND0009,72,ND0021,72
7329,12:43:41,F18I1322,NU0190,ND0012,72,ND0015,72
2383,12:43:44,B12F1203,ND0019,ND0007,24,None,0
3712,12:43:44,812F1203,ND0015,ND0011,32,None,0
6418,12:43:47,622F2203,ND0013,ND0008,62,None,0
3099,12:43:48,F19F2323,ND0001,ND0009,21,None,0
9103,12:43:49,823I2322,NF0177,ND0005,72,ND0011,72
4458,12:43:50,F16F6023,ND0023,ND0001,40,None,0
8643,12:43:52,82471212,NU0253,ND0016,72,ND0027,72
4699,12:43:55,612F1103,ND0025,ND0008,17,None,0
3149,12:43:56,912F1203,ND0002,ND0013,29,None,0
4195,12:43:58,D13F5023,ND0020,ND0024,24,None,0
3974,12:44:00,G11F1203,ND0019,ND0025,37,None,0
5050,12:44:01,622J6021,NF0177,ND0001,0,None,0
2281,12:44:04,412F1023,ND0017,ND0022,29,None,0
2567,12:44:04,I2852321,ND0020,NF0159,0,None,0
1366,12:44:09,512F1203,ND0025,ND0013,60,None,0
5420,12:44:10,C22F1203,ND0018,ND0002,43,None,0
3550,12:44:11,522F1203,ND0012,ND0004,45,None,0
3751,12:44:15,412F1023,ND0016,ND0020,5,None,0
578,12:44:17,72271211,NU0190,ND0015,0,None,0
5797,12:44:17,I29K1201,ND0025,NF0177,0,None,0
5049,12:44:18,D29F8023,ND0001,ND0007,43,None,0
2172,12:44:19,912F6203,ND0014,ND0018,29,None,0
4941,12:44:19,622F1023,ND0027,ND0015,52,None,0
5696,12:44:20,412F2203,ND0024,ND0003,20,None,0
1359,12:44:21,812F1203,ND0025,ND0020,29,None,0
4472,12:44:27,612B1011,NU0253,ND0023,0,None,0
6740,12:44:27,G19F1013,ND0019,ND0013,29,None,0
6706,12:44:29,812F1203,ND0013,ND0025,24,None,0
6369,12:44:32,D28F1013,ND0011,ND0026,46,None,0
5284,12:44:34,912F1203,ND0013,ND0007,12,None,0
6485,12:44:34,928F1023,ND0016,ND0025,35,None,0
3858,12:44:36,712F1203,ND0017,ND0009,58,None,0
3991,12:44:36,611F2203,ND0019,ND0016,23,None,0
1894,12:44:38,916F1013,ND0005,ND0005,20,None,0
1787,12:44:43,913F2203,ND0001,ND0004,58,None,0
4274,12:44:45,712J1021,NU0253,ND0021,0,None,0
5084,12:44:45,C21F2203,ND0002,ND0026,20,None,0
4939,12:44:46,I19F7323,ND0027,ND0021,16,None,0
7929,12:44:52,622J2022,NF0159,ND0003,72,ND0008,72
6374,12:44:55,F2961021,NU0100,ND0011,0,None,0
5132,12:45:00,I2AI7321,ND0005,NF0177,0,None,0
5280,12:45:06,829F1013,ND0013,ND0020,50,None,0
342,12:45:07,612F1203,ND0010,ND0008,41,None,0
6052,12:45:07,722F1203,ND0009,ND0026,42,None,0
577,12:45:10,712F2203,ND0015,ND0010,28,None,0
5451,12:45:11,412F1203,ND0019,ND0020,60,None,0
7350,12:45:11,B15C1202,NU0190,ND0015,72,ND0004,72
3269,12:45:12,H19F1013,ND0005,ND0002,20,None,0
8629,12:45:14,522F1102,NU0253,ND0001,72,ND0005,72
1516,12:45:18,C12F1203,ND0026,ND0011,31,None,0
2715,12:45:20,912F8203,ND0024,ND0002,34,None,0
2046,12:45:24,522F1203,ND0011,ND0015,45,None,0
5446,12:45:30,512F1203,ND0019,ND0001,24,None,0
2938,12:45:33,512F2203,ND0027,ND0017,35,None,0
5244,12:45:38,723F1203,ND0012,ND0014,42,None,0
4564,12:45:39,H19F1313,ND0024,ND0026,22,None,0
4898,12:45:39,A22F1203,ND0027,ND0024,52,None,0
4536,12:45:40,A11F1203,ND0024,ND0026,20,None,0
6204,12:45:41,912J2021,NU0091,ND0019,0,None,0
5383,12:45:45,512F1101,NF0177,ND0017,0,None,0
3151,12:45:49,411F1203,ND0002,ND0026,20,None,0
3631,12:45:52,512F1203,ND0013,ND0017,48,None,0
437,12:45:53,I28B1011,ND0012,NU0190,0,None,0
3492,12:46:00,512F2203,ND0011,ND0009,30,None,0
6134,12:46:03,912F1203,ND0012,ND0003,18,None,0
2072,12:46:05,612F8203,ND0012,ND0013,28,None,0
92,12:46:06,I28B1011,ND0002,NU0190,0,None,0
4974,12:46:09,I29A1311,ND0027,NU0253,0,None,0
492,12:46:11,B29F1013,ND0013,ND0005,21,None,0
1445,12:46:13,I2A61021,ND0025,NU0190,0,None,0
6559,12:46:21,I28A1311,ND0019,NU0100,0,None,0
9105,12:46:24,G15C8202,NF0177,ND0021,72,ND0003,72
1696,12:46:31,I28B1011,ND0027,NU0190,0,None,0
195,12:46:32,I29J3021,ND0005,NU0190,0,None,0
467,12:46:35,522F1203,ND0013,ND0003,54,None,0
1379,12:46:37,822F1203,ND0025,ND0017,30,None,0
28,12:46:42,712I2321,NU0190,ND0001,0,None,0
9114,12:46:42,72371212,NF0177,ND0022,72,ND0012,72
7346,12:46:44,H1961022,NU0190,ND0007,72,ND0005,72
1650,12:46:45,F29F6323,ND0027,ND0016,37,None,0
5708,12:46:48,522F1203,ND0024,ND0026,59,None,0
1845,12:46:50,A23J6021,NF0159,ND0002,0,None,0
1886,12:46:51,A15F1203,ND0005,ND0017,10,None,0
241,12:46:52,712B1011,NU0190,ND0006,0,None,0
2930,12:46:59,712F8203,ND0027,ND0011,35,None,0
2770,12:47:01,512F1203,ND0025,ND0012,12,None,0
2082,12:47:02,F28F1013,ND0012,ND0020,33,None,0
3534,12:47:06,A13F1023,ND0012,ND0001,37,None,0
4082,12:47:06,I28A1311,ND0019,NU0253,0,None,0
5920,12:47:06,I2AJ2021,ND0001,NU0091,0,None,0
3717,12:47:14,F29F4023,ND0015,ND0017,61,None,0
4013,12:47:14,622F2203,ND0019,ND0003,25,None,0
5287,12:47:14,612F8203,ND0013,ND0026,24,None,0
687,12:47:18,D14F1103,ND0017,ND0025,21,None,0
917,12:47:20,812F1323,ND0019,ND0027,27,None,0
171,12:47:25,712F1203,ND0005,ND0007,45,None,0
1070,12:47:30,61471211,NU0190,ND0020,0,None,0
2302,12:47:30,61271211,NF0159,ND0017,0,None,0
1255,12:47:32,B12F1203,ND0024,ND0026,57,None,0
2719,12:47:34,612F8203,ND0024,ND0003,23,None,0
2788,12:47:38,427F1203,ND0025,ND0009,43,None,0
3352,12:47:38,812F8203,ND0007,ND0009,22,None,0
1270,12:47:41,412F1023,ND0024,ND0002,22,None,0
2041,12:47:42,D12F2203,ND0011,ND0011,37,None,0
5190,12:47:42,712F1203,ND0009,ND0015,25,None,0
4548,12:47:45,A11F1213,ND0024,ND0007,25,None,0
2053,12:47:46,I2857321,ND0011,NF0159,0,None,0
166,12:47:47,812F1203,ND0005,ND0011,5,None,0
4567,12:47:48,51271211,NU0253,ND0024,0,None,0
2792,12:47:51,G19F7023,ND0025,ND0011,11,None,0
2636,12:47:53,612F2203,ND0022,ND0021,44,None,0
6364,12:47:54,814F1203,ND0011,ND0025,35,None,0
5040,12:48:01,815F1203,ND0001,ND0008,56,None,0
4861,12:48:04,512F1203,ND0026,ND0002,11,None,0
404,12:48:05,522F1203,ND0012,ND0003,56,None,0
5252,12:48:06,622F1203,ND0012,ND0016,42,None,0
8620,12:48:11,D16B1012,NU0253,ND0013,72,ND0004,72
647,12:48:14,I29J1021,ND0016,NU0190,0,None,0
7359,12:48:17,722B1012,NU0190,ND0021,72,ND0021,72
2986,12:48:19,523I4321,NF0159,ND0027,0,None,0
1339,12:48:23,512F2203,ND0025,ND0017,82,None,0
159,12:48:25,417F1203,ND0005,ND0015,22,None,0
7349,12:48:26,912I1322,NU0190,ND0027,72,ND0001,72
725,12:48:28,812F8203,ND0017,ND0005,21,None,0
1064,12:48:28,A24F2203,ND0020,ND0024,41,None,0
4975,12:48:34,I28I1321,ND0027,NU0253,0,None,0
4682,12:48:35,824F1203,ND0025,ND0017,61,None,0
3228,12:48:39,712F1203,ND0004,ND0001,11,None,0
3116,12:48:40,I28A1311,ND0001,NU0253,0,None,0
5971,12:48:40,B23F1203,ND0006,ND0017,48,None,0
1252,12:48:43,D15F1203,ND0024,ND0012,20,None,0
5346,12:48:43,81267021,NF0177,ND0016,0,None,0
5775,12:48:45,512F1203,ND0025,ND0007,28,None,0
920,12:48:48,A12F1203,ND0019,ND0004,60,None,0
963,12:48:48,I2A68021,ND0019,NU0190,0,None,0
3607,12:48:50,A12F1203,ND0013,ND0020,48,None,0
1642,12:48:53,522F2203,ND0027,ND0022,41,None,0
4671,12:48:58,612F2203,ND0025,ND0015,26,None,0
1448,12:49:03,I29J2021,ND0025,NU0190,0,None,0
9332,12:49:04,C2962022,NU0091,ND0017,72,ND0021,72
1919,12:49:05,I2862021,ND0005,NF0159,0,None,0
5076,12:49:06,822F1203,ND0002,ND0020,26,None,0
5851,12:49:06,722F2203,ND0027,ND0012,39,None,0
887,12:49:07,712F2203,ND0019,ND0011,0,None,0
9331,12:49:08,922C1202,NU0091,ND0022,72,ND0022,72
5938,12:49:12,811F1203,ND0002,ND0025,5,None,0
1583,12:49:13,512F1213,ND0027,ND0009,32,None,0
2964,12:49:19,D29F8023,ND0027,ND0009,50,None,0
2893,12:49:21,912F1203,ND0026,ND0020,59,None,0
6373,12:49:26,822F1203,ND0011,ND0008,34,None,0
5700,12:49:35,A24F1203,ND0024,ND0004,45,None,0
3238,12:49:47,712F1203,ND0005,ND0012,26,None,0
2419,12:49:48,F19F4023,ND0019,ND0014,33,None,0
2677,12:49:51,512F1203,ND0023,ND0016,27,None,0
358,12:49:54,912F1203,ND0011,ND0013,26,None,0
1986,12:49:58,C29F2323,ND0009,ND0022,60,None,0
4050,12:49:58,512D1201,NU0253,ND0019,0,None,0
5912,12:49:59,A12F1203,ND0001,ND0004,32,None,0
5257,12:50:00,71222201,NF0177,ND0012,0,None,0
5373,12:50:03,623F1203,ND0017,ND0002,40,None,0
7923,12:50:06,62456322,NF0159,ND0011,72,ND0013,72
5609,12:50:14,F19F1313,ND0022,ND0025,56,None,0
415,12:50:15,813F1203,ND0012,ND0026,30,None,0
3884,12:50:19,I2881211,ND0017,NU0253,0,None,0
550,12:50:27,I29I3321,ND0014,NU0190,0,None,0
2794,12:50:27,A12F1203,ND0025,ND0021,39,None,0
3780,12:50:28,622C1201,NU0253,ND0016,0,None,0
3692,12:50:31,I2868021,ND0014,NU0253,0,None,0
1162,12:50:34,722F3203,ND0022,ND0016,46,None,0
7939,12:50:43,61381212,NF0159,ND0002,72,ND0027,72
9,12:50:47,D22F1203,ND0001,ND0024,60,None,0
3155,12:50:49,912F1203,ND0002,ND0011,27,None,0
20,12:50:55,612F2203,ND0001,ND0003,60,None,0
127,12:50:57,522D1201,NU0190,ND0003,0,None,0
3795,12:50:57,I2866021,ND0016,NU0253,0,None,0
6412,12:50:57,722F2203,ND0013,ND0008,57,None,0
6507,12:50:57,612F1023,ND0017,ND0004,41,None,0
6207,12:50:59,I28A1311,ND0019,NU0091,0,None,0
2067,12:51:06,912F2203,ND0012,ND0005,21,None,0
3951,12:51:10,I2AB1011,ND0018,NU0253,0,None,0
1362,12:51:14,712F1203,ND0025,ND0024,60,None,0
4933,12:51:14,712F2203,ND0027,ND0022,40,None,0
3994,12:51:16,422F2203,ND0019,ND0020,34,None,0
4946,12:51:16,42791011,NU0253,ND0027,0,None,0
4863,12:51:17,B12F1203,ND0026,ND0013,28,None,0
406,12:51:18,612F1203,ND0012,ND0008,29,None,0
9618,12:51:22,H29A1312,NF0077,ND0015,72,ND0024,72
117,12:51:23,622F1203,ND0003,ND0021,3,None,0
3014,12:51:23,I2865021,ND0027,NF0159,0,None,0
9109,12:51:25,82265022,NF0177,ND0018,72,ND0026,72
7340,12:51:26,812D3202,NU0190,ND0013,72,ND0004,72
3079,12:51:30,512F1203,ND0001,ND0007,28,None,0
3688,12:51:33,92222201,NU0253,ND0014,0,None,0
290,12:51:34,D14F1013,ND0009,ND0020,21,None,0
711,12:51:34,922F1203,ND0017,ND0024,43,None,0
4888,12:51:34,C13F1203,ND0027,ND0021,26,None,0
6772,12:51:34,C12F1203,ND0020,ND0027,39,None,0
15,12:51:37,922F1203,ND0001,ND0009,52,None,0
6366,12:51:37,413F1203,ND0011,ND0001,27,None,0
179,12:51:39,624A1311,NU0190,ND0005,0,None,0
5183,12:51:40,921F7023,ND0009,ND0025,66,None,0
2285,12:51:41,712F1203,ND0017,ND0024,22,None,0
1108,12:51:42,D19F1023,ND0021,ND0011,59,None,0
6548,12:51:43,512F1203,ND0019,ND0003,27,None,0
4358,12:51:54,923F1203,ND0022,ND0024,29,None,0
3264,12:51:57,G29F1013,ND0005,ND0003,50,None,0
6594,12:51:57,412F1203,ND0025,ND0009,20,None,0
1060,12:52:00,512F1203,ND0020,ND0001,19,None,0
7351,12:52:03,A15C1202,NU0190,ND0013,72,ND0018,72
7927,12:52:04,C28B1012,NF0159,ND0022,72,ND0018,72
4340,12:52:06,612F1203,ND0022,ND0016,29,None,0
2129,12:52:08,512F1203,ND0013,ND0017,55,None,0
5589,12:52:08,712F1203,ND0022,ND0008,18,None,0
3706,12:52:12,A12F1203,ND0015,ND0014,25,None,0
5263,12:52:17,I2963021,ND0012,NF0177,0,None,0
1069,12:52:20,712F6023,ND0020,ND0014,41,None,0
1212,12:52:20,A11F1203,ND0023,ND0008,47,None,0
6228,12:52:20,512F2323,ND0020,ND0026,24,None,0
7932,12:52:20,613D1202,NF0159,ND0014,72,ND0027,72
137,12:52:23,622F1103,ND0004,ND0022,57,None,0
8639,12:52:30,812C1202,NU0253,ND0008,72,ND0004,72
2272,12:52:31,712F1013,ND0017,ND0011,45,None,0
373,12:52:32,512F1203,ND0011,ND0021,31,None,0
5334,12:52:32,622F1203,ND0016,ND0022,38,None,0
8618,12:52:34,62223202,NU0253,ND0015,72,ND0026,72
2819,12:52:42,C1371211,NF0159,ND0025,0,None,0
5745,12:52:43,417F1203,ND0025,ND0018,24,None,0
5376,12:52:48,712F1203,ND0017,ND0022,30,None,0
4187,12:52:50,813F1203,ND0020,ND0018,30,None,0
1170,12:52:58,I19F1023,ND0022,ND0004,42,None,0
2705,12:53:02,812F1203,ND0024,ND0011,34,None,0
3679,12:53:02,812F1203,ND0014,ND0012,11,None,0
1595,12:53:03,412F1203,ND0027,ND0003,26,None,0
7335,12:53:03,A23A1312,NU0190,ND0011,72,ND0022,72
7940,12:53:06,523A1312,NF0159,ND0025,72,ND0009,72
6166,12:53:08,427F1203,ND0016,ND0026,57,None,0
302,12:53:19,722F1203,ND0009,ND0001,28,None,0
2804,12:53:22,A23F1203,ND0025,ND0015,31,None,0
8631,12:53:24,D13B1012,NU0253,ND0021,72,ND0015,72
3473,12:53:32,I29I2321,ND0010,NU0253,0,None,0
5352,12:53:38,I28J1021,ND0016,NF0177,0,None,0
4260,12:53:39,A12F1023,ND0021,ND0015,28,None,0
3501,12:53:46,424F1203,ND0011,ND0010,30,None,0
6553,12:53:49,C12F1101,NU0100,ND0019,0,None,0
1374,12:53:51,912F1203,ND0025,ND0017,29,None,0
2426,12:53:54,512F1203,ND0019,ND0027,27,None,0
1614,12:53:57,612F8203,ND0027,ND0015,31,None,0
7933,12:54:00,712F1102,NF0159,ND0008,72,ND0007,72
1205,12:54:06,412F1203,ND0023,ND0010,13,None,0
5998,12:54:09,512F1203,ND0007,ND0011,21,None,0
180,12:54:10,C1161021,NU0190,ND0005,0,None,0
2279,12:54:14,A12F1203,ND0017,ND0010,60,None,0
237,12:54:15,715F3203,ND0006,ND0014,25,None,0
490,12:54:19,512F2203,ND0013,ND0016,22,None,0
3236,12:54:21,417F1203,ND0005,ND0007,12,None,0
7328,12:54:23,522F1102,NU0190,ND0008,72,ND0018,72
1653,12:54:24,61221201,NU0190,ND0027,0,None,0
3625,12:54:26,512F1203,ND0013,ND0018,24,None,0
2269,12:54:27,822F1203,ND0017,ND0016,53,None,0
6752,12:54:31,912F1203,ND0019,ND0016,45,None,0
546,12:54:35,611F1203,ND0014,ND0009,11,None,0
4047,12:54:41,G28B1011,NU0253,ND0019,0,None,0
6509,12:54:42,C24F1023,ND0017,ND0014,34,None,0
5044,12:54:45,913F2203,ND0001,ND0027,20,None,0
2952,12:54:46,A11F1203,ND0027,ND0025,43,None,0
7936,12:54:49,52266022,NF0159,ND0022,72,ND0010,72
2439,12:54:51,612F1203,ND0019,ND0015,45,None,0
6017,12:54:51,417F1203,ND0008,ND0024,15,None,0
4714,12:54:52,G28F1023,ND0025,ND0027,50,None,0
569,12:54:56,612F1203,ND0015,ND0003,47,None,0
2147,12:55:03,I28J1021,ND0013,NF0159,0,None,0
4657,12:55:03,A21F1203,ND0025,ND0003,59,None,0
6048,12:55:04,712F1103,ND0009,ND0004,30,None,0
4190,12:55:06,514F1203,ND0020,ND0001,41,None,0
9107,12:55:06,612J1022,NF0177,ND0021,72,ND0022,72
4041,12:55:08,826F1213,ND0019,ND0004,23,None,0
853,12:55:11,C12F8203,ND0019,ND0026,43,None,0
3393,12:55:13,A12F1203,ND0009,ND0012,30,None,0
6542,12:55:14,B23F2203,ND0019,ND0009,11,None,0
791,12:55:17,D14F3023,ND0018,ND0015,40,None,0
1526,12:55:17,812F1023,ND0026,ND0024,23,None,0
4685,12:55:18,C29F1023,ND0025,ND0027,74,None,0
9475,12:55:19,62471212,NU0100,ND0025,72,ND0013,72
3251,12:55:20,612F1103,ND0005,ND0020,21,None,0
3759,12:55:20,612F1203,ND0016,ND0015,1,None,0
5876,12:55:20,I2854321,ND0027,NF0177,0,None,0
2818,12:55:23,822J4021,NF0159,ND0025,0,None,0
2633,12:55:26,812F2203,ND0022,ND0007,23,None,0
3934,12:55:26,C14F1203,ND0018,ND0024,81,None,0
3088,12:55:28,612F1203,ND0001,ND0007,14,None,0
5249,12:55:33,A22F2203,ND0012,ND0008,44,None,0
6609,12:55:35,912F1203,ND0012,ND0009,25,None,0
2219,12:55:36,812F6103,ND0016,ND0021,30,None,0
571,12:55:39,B12F1203,ND0015,ND0025,21,None,0
4049,12:55:41,C13F1101,NU0253,ND0019,0,None,0
1337,12:55:48,712F1203,ND0025,ND0020,57,None,0
2942,12:55:48,822F1203,ND0027,ND0018,26,None,0
2844,12:55:49,I29A1311,ND0025,NF0159,0,None,0
9110,12:55:49,822B1012,NF0177,ND0014,72,ND0013,72
5235,12:55:50,317F1203,ND0011,ND0012,38,None,0
1695,12:55:53,I28B1011,ND0027,NU0190,0,None,0
2901,12:55:58,812F8203,ND0026,ND0025,38,None,0
12,12:56:01,822F1203,ND0001,ND0013,41,None,0
5960,12:56:02,A12F1203,ND0005,ND0003,36,None,0
7354,12:56:05,61161022,NU0190,ND0018,72,ND0022,72
385,12:56:07,I28J1021,ND0011,NU0190,0,None,0
1999,12:56:09,B12F1203,ND0009,ND0003,10,None,0
9470,12:56:09,912F2102,NU0100,ND0011,72,ND0001,72
848,12:56:11,622F1203,ND0019,ND0012,49,None,0
3605,12:56:13,612F3023,ND0013,ND0014,23,None,0
3849,12:56:13,C11F1203,ND0017,ND0018,19,None,0
147,12:56:17,512F2203,ND0005,ND0018,28,None,0
728,12:56:20,92271211,NU0190,ND0017,0,None,0
1104,12:56:22,711F1203,ND0021,ND0011,39,None,0
6332,12:56:23,823F4203,ND0007,ND0017,29,None,0
2482,12:56:24,I29B1011,ND0019,NF0159,0,None,0
6801,12:56:33,622F1203,ND0022,ND0001,14,None,0
164,12:56:43,812F8203,ND0005,ND0015,19,None,0
1638,12:56:49,522F2203,ND0027,ND0024,53,None,0
2443,12:56:49,522F8203,ND0019,ND0022,39,None,0
1783,12:56:54,A12F1203,ND0001,ND0012,34,None,0
3562,12:56:54,C28F6023,ND0012,ND0020,22,None,0
5225,12:56:58,B28F6023,ND0011,ND0024,75,None,0
3104,12:56:59,A12B1011,NU0253,ND0001,0,None,0
4646,12:57:01,C22F2203,ND0025,ND0005,59,None,0
6624,12:57:01,822F1203,ND0021,ND0018,34,None,0
4925,12:57:03,921F1103,ND0027,ND0024,86,None,0
4687,12:57:04,612F1203,ND0025,ND0001,24,None,0
7926,12:57:04,611J2022,NF0159,ND0025,72,ND0005,72
2407,12:57:05,812F1203,ND0019,ND0009,24,None,0
3267,12:57:07,H28F1313,ND0005,ND0017,55,None,0
4722,12:57:08,822D1201,NU0253,ND0025,0,None,0
7925,12:57:09,812D1202,NF0159,ND0005,72,ND0025,72
1283,12:57:12,G19F1013,ND0024,ND0017,44,None,0
2114,12:57:15,622F1203,ND0013,ND0027,42,None,0
4662,12:57:16,822F8203,ND0025,ND0001,49,None,0
2454,12:57:22,B2461021,NF0159,ND0019,0,None,0
1210,12:57:25,C21F1203,ND0023,ND0012,30,None,0
6219,12:57:25,G24F2103,ND0020,ND0026,64,None,0
7352,12:57:26,62262022,NU0190,ND0003,72,ND0003,72
3504,12:57:27,912D6201,NU0253,ND0011,0,None,0
4268,12:57:27,C28F1013,ND0021,ND0002,36,None,0
2969,12:57:30,612F1203,ND0027,ND0008,31,None,0
4945,12:57:32,612F1203,ND0027,ND0024,40,None,0
612,12:57:37,512F1203,ND0016,ND0003,50,None,0
3180,12:57:38,I28B1011,ND0002,NU0253,0,None,0
463,12:57:39,912F1203,ND0013,ND0027,49,None,0
547,12:57:43,712C1201,NU0190,ND0014,0,None,0
9104,12:57:43,B22J1022,NF0177,ND0012,72,ND0001,72
4562,12:57:44,427F8203,ND0024,ND0027,57,None,0
17,12:57:48,C24F1203,ND0001,ND0005,36,None,0
2134,12:57:48,812F8203,ND0013,ND0001,36,None,0
1605,12:57:49,412F1203,ND0027,ND0010,23,None,0
2355,12:57:50,922B1011,NF0159,ND0018,0,None,0
1519,12:57:53,512F1203,ND0026,ND0012,24,None,0
4165,12:57:56,912F1203,ND0020,ND0021,5,None,0
4318,12:57:57,A11F1203,ND0022,ND0004,32,None,0
539,12:58:00,912F1203,ND0014,ND0016,28,None,0
2985,12:58:08,F23F1203,ND0027,ND0025,45,None,0
6073,12:58:08,512K1201,NU0091,ND0009,0,None,0
6533,12:58:09,812F8203,ND0018,ND0021,42,None,0
1067,12:58:13,B12F1023,ND0020,ND0015,14,None,0
6492,12:58:16,422D8201,NU0100,ND0016,0,None,0
3218,12:58:17,B2331201,NU0253,ND0003,0,None,0
340,12:58:18,A12F2203,ND0010,ND0010,21,None,0
5779,12:58:18,A22F1101,NF0177,ND0025,0,None,0
2768,12:58:19,713F1203,ND0025,ND0009,34,None,0
2080,12:58:23,912F2203,ND0012,ND0010,50,None,0
9472,12:58:24,C2421202,NU0100,ND0003,72,ND0025,72
1800,12:58:25,C24J4021,NF0159,ND0001,0,None,0
7325,12:58:33,A12F1102,NU0190,ND0025,72,ND0008,72
5914,12:58:41,622I6321,NU0091,ND0001,0,None,0
7922,12:58:44,41741202,NF0159,ND0005,72,ND0008,72
881,12:58:45,612F1203,ND0019,ND0027,29,None,0
7341,12:58:45,D28A1312,NU0190,ND0005,72,ND0012,72
6574,12:58:47,822F1203,ND0020,ND0017,52,None,0
3415,12:58:48,C12F2203,ND0009,ND0008,34,None,0
5216,12:58:48,317F1203,ND0010,ND0010,26,None,0
1809,12:58:53,I28A1311,ND0001,NF0159,0,None,0
169,12:58:59,822F4203,ND0005,ND0017,58,None,0
4526,12:58:59,B12F1203,ND0024,ND0007,11,None,0
5986,12:58:59,I2868021,ND0006,NU0091,0,None,0
1892,12:59:00,512F1203,ND0005,ND0011,17,None,0
2717,12:59:02,812F1203,ND0024,ND0016,51,None,0
4004,12:59:09,913F2203,ND0019,ND0020,70,None,0
5600,12:59:10,612F1203,ND0022,ND0016,19,None,0
1791,12:59:11,417F1203,ND0001,ND0008,19,None,0
6071,12:59:13,822F1203,ND0009,ND0011,38,None,0
2940,12:59:14,725F1203,ND0027,ND0014,41,None,0
2001,12:59:16,822F8101,NF0159,ND0009,0,None,0
6520,12:59:17,517F1203,ND0017,ND0002,51,None,0
5665,12:59:20,H29F1313,ND0023,ND0004,51,None,0
4655,12:59:24,812F8203,ND0025,ND0017,20,None,0
3489,12:59:27,411F7203,ND0011,ND0024,10,None,0
4763,12:59:31,I28A1311,ND0025,NU0253,0,None,0
2242,12:59:39,I28A1311,ND0016,NF0159,0,None,0
7345,12:59:39,92221202,NU0190,ND0014,72,ND0025,72
2385,12:59:40,A23F1203,ND0019,ND0011,58,None,0
5412,12:59:40,B15F1203,ND0018,ND0017,26,None,0
1989,12:59:46,512F2203,ND0009,ND0012,32,None,0
7355,12:59:46,62261022,NU0190,ND0007,72,ND0027,72
2049,12:59:53,91561021,NF0159,ND0011,0,None,0
4043,12:59:54,822F1203,ND0019,ND0001,44,None,0
2405,12:59:56,824F1203,ND0019,ND0010,27,None,0
6841,12:59:57,822F2203,ND0027,ND0009,90,None,0
8640,12:59:57,623J1022,NU0253,ND0003,72,ND0008,72
5258,13:00:17,516J2021,NF0177,ND0012,0,None,0
2458,13:00:24,C13D8201,NF0159,ND0019,0,None,0
3018,13:00:31,I2851321,ND0027,NF0159,0,None,0
3689,13:00:50,512D2201,NU0253,ND0014,0,None,0
3330,13:00:53,412F6101,NU0253,ND0006,0,None,0
4275,13:01:05,D2861021,NU0253,ND0021,0,None,0
2232,13:01:25,913J1021,NF0159,ND0016,0,None,0
4085,13:01:27,I2857321,ND0019,NU0253,0,None,0
4198,13:01:36,G1961021,NU0253,ND0020,0,None,0
9118,13:01:56,722D1202,NF0177,ND0009,72,ND0021,72
4976,13:02:20,I28J2021,ND0027,NU0253,0,None,0
386,13:02:33,I2961021,ND0011,NU0190,0,None,0
4051,13:02:45,412D1201,NU0253,ND0019,0,None,0
5720,13:02:46,I2967021,ND0024,NF0177,0,None,0
9117,13:02:46,D1461022,NF0177,ND0027,72,ND0020,72
8663,13:02:54,41791012,NU0253,ND0017,72,ND0012,72
4868,13:02:59,A24D1201,NU0253,ND0026,0,None,0
7959,13:03:04,61251322,NF0159,ND0020,72,ND0009,72
3693,13:03:08,I28B1011,ND0014,NU0253,0,None,0
5201,13:03:12,I29B1011,ND0009,NF0177,0,None,0
319,13:03:19,I28A1311,ND0009,NU0190,0,None,0
6208,13:03:33,I28A1311,ND0019,NU0091,0,None,0
1700,13:03:45,I29B1011,ND0027,NU0190,0,None,0
4569,13:03:53,71221201,NU0253,ND0024,0,None,0
9124,13:04:04,B12J2022,NF0177,ND0003,72,ND0011,72
5133,13:04:06,I28J1021,ND0005,NF0177,0,None,0
3868,13:04:10,722J1021,NU0253,ND0017,0,None,0
9126,13:04:12,51321202,NF0177,ND0018,72,ND0022,72
2002,13:04:18,61267021,NF0159,ND0009,0,None,0
