agent_id,time,agent_type,origin_1,destination_1,waiting_time_1,destination_2,waiting_time_2
8176,8:56:41,B1221202,NU0253,ND0027,72,ND0005,72
4907,8:56:43,B1221201,NU0253,ND0027,0,None,0
1784,8:56:46,41741201,NF0159,ND0001,0,None,0
5075,8:56:48,82221201,NF0177,ND0002,0,None,0
2040,8:56:49,D1222201,NF0159,ND0011,0,None,0
7776,8:56:51,F2968022,NF0159,ND0022,72,ND0020,72
9239,8:56:54,81161022,NU0091,ND0004,72,ND0002,72
8953,8:56:57,62221202,NF0177,ND0027,72,ND0007,72
5834,8:56:59,91221201,NF0177,ND0026,0,None,0
2544,8:57:01,81422201,NF0159,ND0020,0,None,0
2771,8:57:02,A1221201,NF0159,ND0025,0,None,0
4648,8:57:05,71222201,NU0253,ND0025,0,None,0
9405,8:57:05,52221202,NU0100,ND0027,72,ND0021,72
156,8:57:09,D2867021,NU0190,ND0005,0,None,0
4859,8:57:15,A1221201,NU0253,ND0026,0,None,0
413,8:57:16,F2962021,NU0190,ND0012,0,None,0
8385,8:57:16,C2121202,NU0253,ND0005,72,ND0026,72
4543,8:57:17,41741201,NU0253,ND0024,0,None,0
8927,8:57:17,51221202,NF0177,ND0009,72,ND0021,72
9244,8:57:20,61221202,NU0091,ND0005,72,ND0014,72
1347,8:57:27,A2228201,NU0190,ND0025,0,None,0
6146,8:57:28,72323201,NU0091,ND0013,0,None,0
6811,8:57:30,91221201,NF0077,ND0023,0,None,0
2950,8:57:31,82221201,NF0159,ND0027,0,None,0
2024,8:57:32,42222201,NF0159,ND0010,0,None,0
6663,8:57:32,91221201,NF0077,ND0006,0,None,0
7006,8:57:35,81222202,NU0190,ND0016,72,ND0026,72
7678,8:57:35,41741202,NF0159,ND0002,72,ND0011,72
8186,8:57:35,72221202,NU0253,ND0010,72,ND0011,72
8997,8:57:35,61221202,NF0177,ND0016,72,ND0001,72
1158,8:57:36,82221201,NU0190,ND0022,0,None,0
1375,8:57:39,D1221201,NU0190,ND0025,0,None,0
8318,8:57:41,71261022,NU0253,ND0021,72,ND0018,72
3367,8:57:43,72221201,NU0253,ND0008,0,None,0
6349,8:57:45,71222201,NU0100,ND0010,0,None,0
7111,8:57:45,61221202,NU0190,ND0020,72,ND0005,72
6185,8:57:47,61221201,NU0091,ND0018,0,None,0
611,8:57:53,51221201,NU0190,ND0016,0,None,0
3460,8:57:54,82221201,NU0253,ND0010,0,None,0
5752,8:57:58,72222201,NF0177,ND0025,0,None,0
8174,8:57:59,92221202,NU0253,ND0026,72,ND0015,72
7055,8:58:00,62221202,NU0190,ND0022,72,ND0009,72
1575,8:58:03,A1222201,NU0190,ND0027,0,None,0
6775,8:58:04,82221201,NF0077,ND0020,0,None,0
9429,8:58:07,71221202,NU0100,ND0001,72,ND0001,72
6599,8:58:09,62221201,NU0100,ND0027,0,None,0
9418,8:58:11,41748202,NU0100,ND0005,72,ND0020,72
5961,8:58:20,B2268021,NU0091,ND0005,0,None,0
9236,8:58:21,81221202,NU0091,ND0016,72,ND0015,72
3678,8:58:23,81231201,NU0253,ND0014,0,None,0
4257,8:58:23,81222201,NU0253,ND0021,0,None,0
4,8:58:24,61222201,NU0190,ND0001,0,None,0
157,8:58:26,71222201,NU0190,ND0005,0,None,0
7082,8:58:27,51228202,NU0190,ND0002,72,ND0021,72
6255,8:58:28,92321201,NU0091,ND0024,0,None,0
9001,8:58:31,81221202,NF0177,ND0022,72,ND0009,72
1439,8:58:35,I2961021,ND0025,NU0190,0,None,0
7029,8:58:35,61221202,NU0190,ND0017,72,ND0011,72
8262,8:58:36,71221202,NU0253,ND0020,72,ND0007,72
2189,8:58:38,91221201,NF0159,ND0015,0,None,0
5444,8:58:39,51221201,NF0177,ND0019,0,None,0
7722,8:58:39,C2221202,NF0159,ND0025,72,ND0012,72
6690,8:58:40,B2321201,NF0077,ND0011,0,None,0
6059,8:58:48,91221201,NU0091,ND0009,0,None,0
9264,8:58:55,C1221202,NU0091,ND0025,72,ND0027,72
7023,8:58:57,52221202,NU0190,ND0005,72,ND0020,72
8924,8:58:57,B1261022,NF0177,ND0021,72,ND0001,72
9562,8:58:58,51261022,NF0077,ND0012,72,ND0026,72
7656,8:58:59,91221202,NF0159,ND0003,72,ND0013,72
8909,8:58:59,82121202,NF0177,ND0017,72,ND0009,72
1213,8:59:00,81221201,NU0190,ND0023,0,None,0
9248,8:59:00,72321202,NU0091,ND0012,72,ND0011,72
5557,8:59:01,81228201,NF0177,ND0021,0,None,0
8923,8:59:05,41221202,NF0177,ND0010,72,ND0026,72
160,8:59:06,41121201,NU0190,ND0005,0,None,0
6827,8:59:12,A1222201,NF0077,ND0025,0,None,0
3711,8:59:13,81221201,NU0253,ND0015,0,None,0
8366,8:59:13,A1321202,NU0253,ND0005,72,ND0011,72
1351,8:59:14,622D2201,NU0190,ND0025,0,None,0
6676,8:59:14,A2221201,NF0077,ND0009,0,None,0
9270,8:59:17,42221202,NU0091,ND0022,72,ND0017,72
7088,8:59:25,B28B1012,NU0190,ND0005,72,ND0018,72
5332,8:59:29,82221201,NF0177,ND0016,0,None,0
1571,8:59:32,81222201,NU0190,ND0027,0,None,0
9420,8:59:36,A1221202,NU0100,ND0024,72,ND0014,72
9406,8:59:37,C1521202,NU0100,ND0020,72,ND0021,72
1356,8:59:44,72222201,NU0190,ND0025,0,None,0
9584,8:59:47,92228202,NF0077,ND0003,72,ND0021,72
4899,8:59:50,31748201,NU0253,ND0027,0,None,0
9431,8:59:50,81221202,NU0100,ND0016,72,ND0022,72
8321,8:59:52,51227202,NU0253,ND0025,72,ND0007,72
7022,8:59:56,922F1102,NU0190,ND0007,72,ND0016,72
1524,9:00:00,62221201,NU0190,ND0026,0,None,0
4269,9:00:00,81222201,NU0253,ND0021,0,None,0
2293,9:00:02,62221201,NF0159,ND0017,0,None,0
7157,9:00:07,41741202,NU0190,ND0025,72,ND0009,72
8483,9:00:07,C1221202,NU0253,ND0021,72,ND0007,72
9018,9:00:12,81222202,NF0177,ND0002,72,ND0014,72
8487,9:00:15,72221202,NU0253,ND0020,72,ND0010,72
303,9:00:16,82421201,NU0190,ND0009,0,None,0
7247,9:00:16,52222202,NU0190,ND0007,72,ND0021,72
4353,9:00:17,91223201,NU0253,ND0022,0,None,0
8496,9:00:23,712D2202,NU0253,ND0012,72,ND0021,72
1842,9:00:27,512D1201,NF0159,ND0002,0,None,0
5862,9:00:36,92223201,NF0177,ND0027,0,None,0
7802,9:00:39,72221202,NF0159,ND0017,72,ND0016,72
3257,9:00:43,61222201,NU0253,ND0005,0,None,0
9438,9:00:43,C29K8202,NU0100,ND0017,72,ND0008,72
7139,9:00:44,81521202,NU0190,ND0027,72,ND0024,72
6515,9:00:45,51221201,NU0100,ND0017,0,None,0
7801,9:00:51,71221202,NF0159,ND0018,72,ND0002,72
7795,9:00:52,51221202,NF0159,ND0014,72,ND0025,72
8498,9:00:58,71221202,NU0253,ND0002,72,ND0001,72
2975,9:01:04,B1221201,NF0159,ND0027,0,None,0
5120,9:01:04,629B1011,NF0177,ND0005,0,None,0
6368,9:01:07,D28B1011,NU0100,ND0011,0,None,0
2900,9:01:17,81228201,NF0159,ND0026,0,None,0
2478,9:01:27,I2967021,ND0019,NF0159,0,None,0
6736,9:01:30,52221201,NF0077,ND0018,0,None,0
1440,9:01:31,I29J4021,ND0025,NU0190,0,None,0
7783,9:01:31,52221202,NF0159,ND0007,72,ND0026,72
4692,9:01:33,71221201,NU0253,ND0025,0,None,0
9451,9:01:33,81221202,NU0100,ND0020,72,ND0026,72
3259,9:01:34,72222201,NU0253,ND0005,0,None,0
9297,9:01:36,52221202,NU0091,ND0026,72,ND0004,72
421,9:01:40,81321201,NU0190,ND0012,0,None,0
481,9:01:40,81221201,NU0190,ND0013,0,None,0
9302,9:01:43,72221202,NU0091,ND0018,72,ND0017,72
8418,9:01:50,622D1202,NU0253,ND0018,72,ND0009,72
8491,9:01:59,52224202,NU0253,ND0008,72,ND0027,72
7853,9:02:00,A2421202,NF0159,ND0013,72,ND0013,72
7839,9:02:01,B2961022,NF0159,ND0001,72,ND0011,72
274,9:02:06,42228201,NU0190,ND0008,0,None,0
7250,9:02:08,71222202,NU0190,ND0020,72,ND0025,72
5253,9:02:16,922B1011,NF0177,ND0012,0,None,0
3684,9:02:18,71221201,NU0253,ND0014,0,None,0
7200,9:02:18,F2321202,NU0190,ND0017,72,ND0013,72
8467,9:02:18,81222202,NU0253,ND0012,72,ND0022,72
7822,9:02:20,B2521202,NF0159,ND0021,72,ND0012,72
7148,9:02:21,71521202,NU0190,ND0005,72,ND0024,72
1523,9:02:24,62221201,NU0190,ND0026,0,None,0
485,9:02:25,71221201,NU0190,ND0013,0,None,0
1634,9:02:27,72222201,NU0190,ND0027,0,None,0
8510,9:02:27,52322202,NU0253,ND0010,72,ND0018,72
7842,9:02:29,51228202,NF0159,ND0018,72,ND0013,72
7851,9:02:38,922D1202,NF0159,ND0007,72,ND0025,72
9445,9:02:40,522D2202,NU0100,ND0010,72,ND0009,72
7843,9:02:43,42228202,NF0159,ND0012,72,ND0025,72
4460,9:02:47,62422201,NU0253,ND0023,0,None,0
1626,9:02:48,713B1011,NU0190,ND0027,0,None,0
9042,9:02:52,71221202,NF0177,ND0009,72,ND0007,72
9289,9:02:52,72221202,NU0091,ND0003,72,ND0017,72
799,9:02:53,72222201,NU0190,ND0018,0,None,0
2806,9:03:01,522D1201,NF0159,ND0025,0,None,0
9013,9:03:03,51221202,NF0177,ND0020,72,ND0008,72
3855,9:03:11,71221201,NU0253,ND0017,0,None,0
6748,9:03:13,51121201,NF0077,ND0019,0,None,0
9442,9:03:15,A1221202,NU0100,ND0007,72,ND0002,72
8463,9:03:24,51221202,NU0253,ND0022,72,ND0022,72
717,9:03:28,A2321201,NU0190,ND0017,0,None,0
2221,9:03:28,51221201,NF0159,ND0016,0,None,0
6423,9:03:33,512F1101,NU0100,ND0013,0,None,0
8516,9:03:44,81221202,NU0253,ND0022,72,ND0024,72
3370,9:03:47,81221201,NU0253,ND0008,0,None,0
7225,9:03:47,71221202,NU0190,ND0025,72,ND0020,72
4023,9:03:50,A1965021,NU0253,ND0019,0,None,0
2291,9:03:51,I2966021,NF0159,ND0017,0,None,0
5083,9:03:53,C2122201,NF0177,ND0002,0,None,0
5166,9:03:53,71221201,NF0177,ND0007,0,None,0
304,9:03:56,42741201,NU0190,ND0009,0,None,0
4703,9:04:00,712K1201,NU0253,ND0025,0,None,0
7220,9:04:00,82221202,NU0190,ND0016,72,ND0015,72
7798,9:04:02,52421202,NF0159,ND0020,72,ND0027,72
8423,9:04:02,C2127202,NU0253,ND0024,72,ND0024,72
3554,9:04:09,52221201,NU0253,ND0012,0,None,0
2438,9:04:15,61231201,NF0159,ND0019,0,None,0
7219,9:04:21,41741202,NU0190,ND0025,72,ND0010,72
9040,9:04:22,92221202,NF0177,ND0003,72,ND0008,72
8507,9:04:24,71228202,NU0253,ND0011,72,ND0022,72
1388,9:04:32,71228201,NU0190,ND0025,0,None,0
2596,9:04:32,92221201,NF0159,ND0021,0,None,0
1275,9:04:37,C1221201,NU0190,ND0024,0,None,0
8464,9:04:37,71221202,NU0253,ND0021,72,ND0010,72
1620,9:04:46,A1961021,NU0190,ND0027,0,None,0
7185,9:04:49,61221202,NU0190,ND0004,72,ND0027,72
8427,9:04:50,82421202,NU0253,ND0001,72,ND0027,72
6133,9:04:55,91221201,NU0091,ND0012,0,None,0
7144,9:04:59,92221202,NU0190,ND0024,72,ND0026,72
8504,9:05:01,811F2102,NU0253,ND0002,72,ND0027,72
8461,9:05:02,61221202,NU0253,ND0012,72,ND0005,72
9031,9:05:06,82221202,NF0177,ND0020,72,ND0005,72
7240,9:05:12,C2222202,NU0190,ND0022,72,ND0020,72
5765,9:05:14,61221201,NF0177,ND0025,0,None,0
5081,9:05:16,811F1101,NF0177,ND0002,0,None,0
3092,9:05:23,A1221201,NU0253,ND0001,0,None,0
4862,9:05:28,B1221201,NU0253,ND0026,0,None,0
9304,9:05:29,41221202,NU0091,ND0012,72,ND0008,72
8444,9:05:30,91221202,NU0253,ND0025,72,ND0009,72
1116,9:05:36,41228201,NU0190,ND0021,0,None,0
6198,9:05:37,82222201,NU0091,ND0019,0,None,0
8512,9:05:41,C28B1012,NU0253,ND0005,72,ND0015,72
8429,9:05:43,92231202,NU0253,ND0025,72,ND0008,72
4932,9:05:50,71222201,NU0253,ND0027,0,None,0
4209,9:06:03,I2865021,ND0020,NU0253,0,None,0
8479,9:06:04,61221202,NU0253,ND0022,72,ND0008,72
9440,9:06:07,81221202,NU0100,ND0003,72,ND0027,72
7174,9:06:11,82221202,NU0190,ND0026,72,ND0027,72
8433,9:06:16,A2463022,NU0253,ND0018,72,ND0018,72
2294,9:06:28,51222201,NF0159,ND0017,0,None,0
7183,9:06:28,92222202,NU0190,ND0010,72,ND0024,72
7143,9:06:30,82221202,NU0190,ND0005,72,ND0008,72
3767,9:06:31,81222201,NU0253,ND0016,0,None,0
803,9:06:32,92221201,NU0190,ND0018,0,None,0
572,9:06:33,81221201,NU0190,ND0015,0,None,0
7836,9:06:33,51221202,NF0159,ND0021,72,ND0018,72
5658,9:06:34,81221201,NF0177,ND0023,0,None,0
4683,9:06:35,C2222201,NU0253,ND0025,0,None,0
4929,9:06:37,92222201,NU0253,ND0027,0,None,0
9453,9:06:37,71221202,NU0100,ND0016,72,ND0017,72
6750,9:06:38,91221201,NF0077,ND0019,0,None,0
8451,9:06:44,71261022,NU0253,ND0015,72,ND0020,72
7782,9:06:52,612F1102,NF0159,ND0003,72,ND0015,72
1390,9:07:07,72322201,NU0190,ND0025,0,None,0
4927,9:07:14,72228201,NU0253,ND0027,0,None,0
7191,9:07:16,622D1202,NU0190,ND0009,72,ND0014,72
8518,9:07:18,81231202,NU0253,ND0011,72,ND0016,72
9036,9:07:33,B1232202,NF0177,ND0001,72,ND0014,72
420,9:07:34,412I7321,NU0190,ND0012,0,None,0
9298,9:07:35,61222202,NU0091,ND0016,72,ND0002,72
5189,9:07:36,71221201,NF0177,ND0009,0,None,0
570,9:07:46,B1231201,NU0190,ND0015,0,None,0
8501,9:07:46,922B1012,NU0253,ND0018,72,ND0025,72
719,9:07:47,62221201,NU0190,ND0017,0,None,0
4386,9:07:48,I2965021,ND0022,NU0253,0,None,0
6664,9:07:50,G2961021,NF0077,ND0006,0,None,0
4681,9:08:02,82421201,NU0253,ND0025,0,None,0
9294,9:08:02,A1631202,NU0091,ND0022,72,ND0014,72
1995,9:08:05,41623201,NF0159,ND0009,0,None,0
5378,9:08:10,52221201,NF0177,ND0017,0,None,0
9602,9:08:14,81221202,NF0077,ND0024,72,ND0012,72
4355,9:08:15,51221201,NU0253,ND0022,0,None,0
4680,9:08:15,812K1201,NU0253,ND0025,0,None,0
7172,9:08:15,91231202,NU0190,ND0021,72,ND0021,72
9052,9:08:27,62221202,NF0177,ND0002,72,ND0021,72
2637,9:08:32,422I2321,NF0159,ND0022,0,None,0
7202,9:08:35,B28B1012,NU0190,ND0008,72,ND0010,72
3937,9:08:36,512D1201,NU0253,ND0018,0,None,0
4028,9:08:37,82221201,NU0253,ND0019,0,None,0
7806,9:08:39,81222202,NF0159,ND0018,72,ND0014,72
1273,9:08:44,82121201,NU0190,ND0024,0,None,0
8497,9:08:46,51221202,NU0253,ND0005,72,ND0024,72
2427,9:09:09,91121201,NF0159,ND0019,0,None,0
7852,9:09:13,D12D1202,NF0159,ND0011,72,ND0001,72
9296,9:09:14,91228202,NU0091,ND0009,72,ND0007,72
7818,9:09:18,32741202,NF0159,ND0002,72,ND0015,72
9449,9:09:21,32741202,NU0100,ND0003,72,ND0003,72
9029,9:09:36,51221202,NF0177,ND0027,72,ND0013,72
7821,9:09:37,61222202,NF0159,ND0015,72,ND0014,72
76,9:09:40,51222201,NU0190,ND0002,0,None,0
5963,9:09:43,81221201,NU0091,ND0005,0,None,0
4188,9:09:48,81222201,NU0253,ND0020,0,None,0
3935,9:09:50,92221201,NU0253,ND0018,0,None,0
8434,9:09:51,92221202,NU0253,ND0004,72,ND0011,72
8525,9:09:56,51221202,NU0253,ND0021,72,ND0004,72
7142,9:09:58,52221202,NU0190,ND0002,72,ND0025,72
6777,9:10:01,922F1101,NF0077,ND0020,0,None,0
6018,9:10:03,71222201,NU0091,ND0008,0,None,0
5522,9:10:09,41221201,NF0177,ND0020,0,None,0
5908,9:10:12,72121201,NU0091,ND0001,0,None,0
9027,9:10:15,51221202,NF0177,ND0002,72,ND0020,72
7180,9:10:25,91222202,NU0190,ND0013,72,ND0021,72
8489,9:10:25,91521202,NU0253,ND0011,72,ND0021,72
6532,9:10:26,81228201,NU0100,ND0018,0,None,0
8470,9:10:27,51222202,NU0253,ND0016,72,ND0026,72
8519,9:10:28,52221202,NU0253,ND0014,72,ND0020,72
5317,9:10:29,B2421201,NF0177,ND0014,0,None,0
9286,9:10:31,924B1012,NU0091,ND0025,72,ND0015,72
6112,9:10:41,B1221201,NU0091,ND0010,0,None,0
2839,9:10:58,I2A61021,ND0025,NF0159,0,None,0
6066,9:10:59,F2863021,NU0091,ND0009,0,None,0
3229,9:11:06,52221201,NU0253,ND0004,0,None,0
3163,9:11:16,41741201,NU0253,ND0002,0,None,0
7787,9:11:19,52222202,NF0159,ND0012,72,ND0011,72
4185,9:11:20,91321201,NU0253,ND0020,0,None,0
5452,9:11:20,C1222201,NF0177,ND0019,0,None,0
2431,9:11:29,C28B1011,NF0159,ND0019,0,None,0
2726,9:11:39,62228201,NF0159,ND0024,0,None,0
7215,9:11:42,822G1102,NU0190,ND0009,72,ND0001,72
7808,9:11:42,D1261022,NF0159,ND0002,72,ND0008,72
9601,9:11:50,81221202,NF0077,ND0011,72,ND0008,72
7820,9:11:57,925K1202,NF0159,ND0004,72,ND0001,72
1065,9:11:59,82231201,NU0190,ND0020,0,None,0
6397,9:12:08,82361021,NU0100,ND0012,0,None,0
8446,9:12:12,722D1202,NU0253,ND0002,72,ND0009,72
9053,9:12:13,91221202,NF0177,ND0021,72,ND0009,72
2440,9:12:21,913B1011,NF0159,ND0019,0,None,0
1279,9:12:29,61221201,NU0190,ND0024,0,None,0
2722,9:12:43,A1321201,NF0159,ND0024,0,None,0
1618,9:12:49,31741201,NU0190,ND0027,0,None,0
5324,9:12:51,812D1201,NF0177,ND0015,0,None,0
902,9:12:55,414B1011,NU0190,ND0019,0,None,0
6488,9:12:59,722G1101,NU0100,ND0016,0,None,0
1904,9:13:02,42741201,NF0159,ND0005,0,None,0
6065,9:13:07,C21F1101,NU0091,ND0009,0,None,0
7166,9:13:12,92221202,NU0190,ND0014,72,ND0009,72
9046,9:13:12,91221202,NF0177,ND0016,72,ND0008,72
2723,9:13:14,61221201,NF0159,ND0024,0,None,0
7815,9:13:14,81222202,NF0159,ND0002,72,ND0015,72
7790,9:13:16,71221202,NF0159,ND0026,72,ND0007,72
9590,9:13:23,81222202,NF0077,ND0011,72,ND0010,72
7819,9:13:37,71361022,NF0159,ND0027,72,ND0020,72
2079,9:13:38,91222201,NF0159,ND0012,0,None,0
4349,9:13:39,51231201,NU0253,ND0022,0,None,0
6802,9:13:40,72221201,NF0077,ND0022,0,None,0
7838,9:13:44,92221202,NF0159,ND0024,72,ND0018,72
7161,9:13:45,81321202,NU0190,ND0027,72,ND0026,72
7212,9:13:57,A2221202,NU0190,ND0026,72,ND0016,72
8471,9:13:57,A2421202,NU0253,ND0011,72,ND0020,72
7796,9:13:58,81221202,NF0159,ND0026,72,ND0021,72
3854,9:14:02,82221201,NU0253,ND0017,0,None,0
715,9:14:03,92261021,NU0190,ND0017,0,None,0
3161,9:14:12,72221201,NU0253,ND0002,0,None,0
8445,9:14:15,41222202,NU0253,ND0026,72,ND0017,72
5454,9:14:22,61228201,NF0177,ND0019,0,None,0
7201,9:14:23,81222202,NU0190,ND0005,72,ND0015,72
4924,9:14:25,921F1101,NU0253,ND0027,0,None,0
6328,9:14:27,82221201,NU0100,ND0006,0,None,0
7211,9:14:29,92221202,NU0190,ND0022,72,ND0013,72
5106,9:14:39,D11D1201,NF0177,ND0003,0,None,0
2552,9:14:45,72228201,NF0159,ND0020,0,None,0
6829,9:14:47,A1221201,NF0077,ND0025,0,None,0
895,9:14:51,52231201,NU0190,ND0019,0,None,0
4026,9:14:51,81222201,NU0253,ND0019,0,None,0
170,9:14:52,71221201,NU0190,ND0005,0,None,0
5979,9:14:56,62963021,NU0091,ND0006,0,None,0
2796,9:15:04,612F1101,NF0159,ND0025,0,None,0
2972,9:15:05,512B1011,NF0159,ND0027,0,None,0
9015,9:15:05,82222202,NF0177,ND0014,72,ND0013,72
900,9:15:12,712F1101,NU0190,ND0019,0,None,0
1164,9:15:13,31741201,NU0190,ND0022,0,None,0
3094,9:15:14,82221201,NU0253,ND0001,0,None,0
8407,9:15:16,91521202,NU0253,ND0021,72,ND0012,72
8527,9:15:19,61223202,NU0253,ND0014,72,ND0001,72
2442,9:15:25,52228201,NF0159,ND0019,0,None,0
619,9:15:27,92321201,NU0190,ND0016,0,None,0
8406,9:15:27,32741202,NU0253,ND0020,72,ND0018,72
18,9:15:31,72221201,NU0190,ND0001,0,None,0
1391,9:15:36,512F1101,NU0190,ND0025,0,None,0
1384,9:15:39,51222201,NU0190,ND0025,0,None,0
3413,9:15:44,41322201,NU0253,ND0009,0,None,0
4457,9:15:46,F1666021,NU0253,ND0023,0,None,0
6187,9:15:46,612D1201,NU0091,ND0018,0,None,0
3683,9:15:53,62221201,NU0253,ND0014,0,None,0
7794,9:15:54,51221202,NF0159,ND0004,72,ND0022,72
4485,9:16:03,I28I1321,ND0023,NU0253,0,None,0
1622,9:16:05,B1522201,NU0190,ND0027,0,None,0
4018,9:16:05,41222201,NU0253,ND0019,0,None,0
8455,9:16:11,81221202,NU0253,ND0022,72,ND0016,72
1617,9:16:13,71741201,NU0190,ND0027,0,None,0
1615,9:16:16,61221201,NU0190,ND0027,0,None,0
3715,9:16:18,B2322201,NU0253,ND0015,0,None,0
3089,9:16:24,C2461021,NU0253,ND0001,0,None,0
5601,9:16:31,51221201,NF0177,ND0022,0,None,0
1628,9:16:32,912F8101,NU0190,ND0027,0,None,0
1838,9:16:33,81521201,NF0159,ND0002,0,None,0
7154,9:16:34,81236202,NU0190,ND0024,72,ND0017,72
8411,9:16:36,D15D1202,NU0253,ND0020,72,ND0012,72
9287,9:16:38,82223202,NU0091,ND0008,72,ND0025,72
8449,9:16:43,B1231202,NU0253,ND0008,72,ND0003,72
6248,9:16:50,B1228201,NU0091,ND0022,0,None,0
7789,9:17:00,A2121202,NF0159,ND0009,72,ND0001,72
5342,9:17:07,82221201,NF0177,ND0016,0,None,0
2351,9:17:12,82221201,NF0159,ND0018,0,None,0
1274,9:17:15,A1222201,NU0190,ND0024,0,None,0
7812,9:17:18,81221202,NF0159,ND0004,72,ND0007,72
4459,9:17:20,71221201,NU0253,ND0023,0,None,0
9048,9:17:20,A1122202,NF0177,ND0003,72,ND0005,72
138,9:17:22,51221201,NU0190,ND0004,0,None,0
7239,9:17:27,82132202,NU0190,ND0025,72,ND0026,72
9058,9:17:30,C1221202,NF0177,ND0004,72,ND0017,72
7810,9:17:35,82221202,NF0159,ND0020,72,ND0025,72
7817,9:17:40,52221202,NF0159,ND0027,72,ND0020,72
622,9:17:42,81221201,NU0190,ND0016,0,None,0
7218,9:17:43,91221202,NU0190,ND0026,72,ND0010,72
8417,9:17:43,32741202,NU0253,ND0027,72,ND0008,72
4033,9:17:44,A1228201,NU0253,ND0019,0,None,0
3552,9:17:48,A19K1201,NU0253,ND0012,0,None,0
1624,9:17:50,71221201,NU0190,ND0027,0,None,0
7784,9:17:51,82221202,NF0159,ND0022,72,ND0004,72
7205,9:17:59,A1221202,NU0190,ND0018,72,ND0021,72
8435,9:18:01,81163022,NU0253,ND0005,72,ND0015,72
5907,9:18:05,82221201,NU0091,ND0001,0,None,0
6424,9:18:10,72221201,NU0100,ND0013,0,None,0
6224,9:18:11,922I1321,NU0091,ND0020,0,None,0
9300,9:18:11,51622202,NU0091,ND0026,72,ND0025,72
9017,9:18:16,61221202,NF0177,ND0016,72,ND0008,72
5524,9:18:23,81222201,NF0177,ND0020,0,None,0
7848,9:18:23,51221202,NF0159,ND0027,72,ND0007,72
9019,9:18:24,72222202,NF0177,ND0010,72,ND0004,72
5764,9:18:26,42261021,NF0177,ND0025,0,None,0
7140,9:18:31,62231202,NU0190,ND0001,72,ND0017,72
7206,9:18:35,92221202,NU0190,ND0017,72,ND0014,72
7223,9:18:35,51222202,NU0190,ND0025,72,ND0003,72
5340,9:18:36,81223201,NF0177,ND0016,0,None,0
7804,9:18:42,72221202,NF0159,ND0014,72,ND0010,72
8492,9:18:46,81521202,NU0253,ND0025,72,ND0014,72
7229,9:18:47,722F1102,NU0190,ND0003,72,ND0015,72
486,9:18:56,72221201,NU0190,ND0013,0,None,0
7160,9:19:02,52362022,NU0190,ND0007,72,ND0017,72
9060,9:19:05,82221202,NF0177,ND0012,72,ND0007,72
7179,9:19:12,82222202,NU0190,ND0022,72,ND0020,72
8473,9:19:13,72221202,NU0253,ND0022,72,ND0012,72
9309,9:19:17,71222202,NU0091,ND0024,72,ND0003,72
3162,9:19:18,814J6021,NU0253,ND0002,0,None,0
2432,9:19:20,611F1101,NF0159,ND0019,0,None,0
3853,9:19:22,51221201,NU0253,ND0017,0,None,0
2967,9:19:36,A2221201,NF0159,ND0027,0,None,0
6350,9:19:44,G1961021,NU0100,ND0010,0,None,0
4181,9:19:47,51422201,NU0253,ND0020,0,None,0
8462,9:19:55,91221202,NU0253,ND0001,72,ND0003,72
5564,9:19:59,51222201,NF0177,ND0021,0,None,0
4551,9:20:03,612F1101,NU0253,ND0024,0,None,0
3165,9:20:08,422D2201,NU0253,ND0002,0,None,0
7803,9:20:14,72221202,NF0159,ND0026,72,ND0009,72
5909,9:20:16,91321201,NU0091,ND0001,0,None,0
2970,9:20:19,A1521201,NF0159,ND0027,0,None,0
8488,9:20:23,32741202,NU0253,ND0021,72,ND0021,72
4936,9:20:26,422F1101,NU0253,ND0027,0,None,0
7224,9:20:28,52222202,NU0190,ND0010,72,ND0017,72
2963,9:20:36,D2968021,NF0159,ND0027,0,None,0
8515,9:20:43,71228202,NU0253,ND0004,72,ND0003,72
3325,9:20:44,A1221201,NU0253,ND0006,0,None,0
5456,9:20:45,52221201,NF0177,ND0019,0,None,0
7175,9:20:45,51222202,NU0190,ND0027,72,ND0013,72
893,9:20:58,62221201,NU0190,ND0019,0,None,0
7141,9:20:59,82167022,NU0190,ND0004,72,ND0009,72
9020,9:21:02,51221202,NF0177,ND0012,72,ND0014,72
9292,9:21:17,71222202,NU0091,ND0002,72,ND0005,72
1627,9:21:18,81221201,NU0190,ND0027,0,None,0
9303,9:21:18,81222202,NU0091,ND0025,72,ND0017,72
9441,9:21:19,B12D1202,NU0100,ND0007,72,ND0017,72
5380,9:21:21,A1222201,NF0177,ND0017,0,None,0
9024,9:21:21,82221202,NF0177,ND0018,72,ND0026,72
5661,9:21:25,81221201,NF0177,ND0023,0,None,0
5659,9:21:27,723F1101,NF0177,ND0023,0,None,0
7786,9:21:29,82121202,NF0159,ND0022,72,ND0021,72
8472,9:21:29,713B1012,NU0253,ND0010,72,ND0010,72
7835,9:21:30,51221202,NF0159,ND0004,72,ND0012,72
9597,9:21:38,81221202,NF0077,ND0012,72,ND0003,72
894,9:21:41,41222201,NU0190,ND0019,0,None,0
9525,9:21:44,71221202,NF0179,ND0026,72,ND0025,72
9589,9:21:44,A23C1202,NF0077,ND0017,72,ND0001,72
8468,9:21:47,F1421202,NU0253,ND0022,72,ND0025,72
7234,9:21:55,92222202,NU0190,ND0021,72,ND0001,72
8447,9:22:02,81221202,NU0253,ND0008,72,ND0020,72
